datetime,peak_freq,peak_power,peak_phase_rad,bandwidth_30db,bandwidth_20db,bandwidth_3db,dynamic_range,average_power_dbm,noise_floor_dBm,snr_db,centroid_freq,variance_freq,skewness_freq,kurtosis_freq,fluctuation_coeff,papr_linear,spectral_concentration,envelope_std,envelope_rms,linear_mean_deg,linear_std_deg,doppler_spread,avg_phase_change_rate_deg_per_sample,phase_rate_rms_deg,drift_rate_rms,avg_freq_offset
2025-10-03 23:30:00,25.684563758389263,-79.48098372758669,0.23216763873172339,121.03691275167785,8.664429530201343,0.46308724832214765,80.32615492033169,-76.24488243254862,-127.96957312453547,48.488589396948775,12.449217951154747,151297.8298368502,-0.4704784866111859,14.961895427865613,0.4800186449264821,3.4516850946501263,0.5000270931683052,8.474384443806837e-06,3.445452823177215e-05,-11.013282348009808,2.5124394215685023e-06,257.91833345452517,17.638433426958308,93319.0616681672,1662552.3848992754,-82.26022447052257
2025-10-03 23:40:00,33.898989898989896,-79.60331135160921,-0.07338384949238545,151.53872053872053,8.653198653198654,0.5589225589225589,79.97116565993558,-76.25075982396929,-127.96280793359081,48.359496581981595,19.845381925370376,151675.87505177688,-0.5205359246086478,14.952865958528871,0.48010042492056676,3.439476798649518,0.48598547276818704,8.467596241051637e-06,3.443128414319807e-05,-1.8189901752643236,1.922398989131277e-06,258.3111619698673,17.728954379973533,93798.43383855105,1666534.284762332,-74.01775539121999
2025-10-03 23:50:00,39.31879194630873,-79.57744174768402,-0.05645014427345806,174.38926174496643,8.691275167785236,0.5604026845637584,79.98124639116865,-76.25700626859158,-127.95043876006733,48.372997012383316,24.451841048479526,152476.68284590467,-0.5584223966696771,14.883014612393021,0.4809409237941157,3.4599771631900236,0.4907676359878461,8.4756352855705e-06,3.440645082723308e-05,-4.212749713358104,1.7199116126529527e-06,258.9294370909767,17.826507814848082,94283.55378802156,1671635.1315010744,-68.7327166557112
2025-10-04 00:00:00,45.76094276094276,-79.45639719212924,-0.04733039366891069,124.08080808080808,8.38047138047138,0.4175084175084175,80.80775192796136,-76.24959935167885,-127.96527436500875,48.508877172879515,30.334805546048333,151806.77708235747,-0.5961346712314799,14.966587956505675,0.4794820377723417,3.4432922257531913,0.49894633724797405,8.456086017320743e-06,3.443597344432057e-05,-1.5717696382664597,1.4465243143568225e-06,258.21531141085507,17.860188384040896,94407.22436231433,1665563.8996174135,-62.289374694762714
2025-10-04 00:10:00,45.74662162162162,-79.61357062518114,-0.0361838805751074,147.80743243243242,8.68581081081081,0.5878378378378378,80.03024259919248,-76.25748384203301,-127.95661607831846,48.34304545313732,30.198787502324766,152267.38338545593,-0.5933068213475708,14.904219871461526,0.4800264081290489,3.4619957852174053,0.48636240676211345,8.457597751679218e-06,3.4404637696079954e-05,5.425656622259734,1.5335458456583627e-06,258.70380025647444,17.914722545456193,94567.36657717037,1670718.7755748588,-62.47481860100664
2025-10-04 00:20:00,40.97979797979798,-79.5432423084601,-0.11677069637368466,137.9023569023569,8.632996632996633,0.5050505050505051,80.12162732858742,-76.2586134888993,-127.98460305910595,48.441360750645856,25.732505789626412,152439.29861984827,-0.5711428174179622,14.888681127333921,0.4804017789845912,3.444442757136941,0.49476621110498936,8.463831692790313e-06,3.4400140628640124e-05,9.906865720184083,1.5894863187563963e-06,258.1286894023717,17.815766758274332,94086.7998603905,1666671.7953754482,-67.18530040992225
2025-10-04 00:30:00,30.804713804713806,-79.46572923571492,0.030036270826912487,140.6161616161616,8.555555555555555,0.49158249158249157,80.47875166091693,-76.24831316274881,-127.96901378485202,48.5032845491371,17.129012328114474,151900.23124175763,-0.4928605139553197,14.921047430270047,0.4792689900343006,3.418077757497472,0.5020087088176222,8.460011328645154e-06,3.444103387293921e-05,-0.29904823797566,2.02396357930062e-06,258.28306502458787,17.702391254245327,93652.91946327635,1665889.275849727,-77.23482656066857
2025-10-04 00:40:00,2.9295302013422817,-79.67079838231358,0.012248825721038845,134.33221476510067,8.563758389261745,0.6610738255033557,80.3166568838543,-76.2424093860942,-127.9706035180143,48.29980513570072,-7.524979034790236,151255.39340522536,-0.313999827884605,14.933539502014815,0.4795268112649861,3.416378618079277,0.480940919141234,8.465838903781947e-06,3.44643374949408e-05,-0.24314137029871832,1.2687250276939776e-05,257.7844449125694,17.586960452208118,92906.07366376616,1663386.04277898,-104.87103440859573
2025-10-04 00:50:00,-16.8989898989899,-79.49179938572395,-0.06460065774354727,150.5185185185185,8.656565656565656,0.5488215488215489,80.49351101200641,-76.23097262472278,-127.95008532754724,48.4582859418233,-24.869955340094084,150919.38526189438,-0.18027440181180998,14.946855630809823,0.47881521099802354,3.4201666542501346,0.4979909825321339,8.4701228813203e-06,3.4509833083247695e-05,-14.992732786730766,3.5333868323969662e-06,257.9523792051195,17.613180076739965,93062.81468738923,1661268.4406210962,-124.78110840902912
2025-10-04 01:00:00,-22.0,-79.45435968217411,0.05038727549782338,129.87878787878788,8.437710437710438,0.5353535353535354,81.31598819256864,-76.2249698062437,-127.96938009772846,48.51502041555433,-29.206337167366485,150280.37506441178,-0.1407986288560353,15.021228342653448,0.4781544719944693,3.4439541621694496,0.5008733803658413,8.463067200179893e-06,3.453370410187333e-05,4.647824361778277,2.6183682062373347e-06,256.9975186351744,17.582004372185196,92855.45951120771,1655440.1676002229,-129.8202341084457
