u10,v10,d2m,t2m,msl,sp,istl1,istl2,istl3,skt,u100,v100,u10n,v10n,i10fg,flsr,ishf,alnid,alnip,aluvd,aluvp,cbh,hcc,lcc,mcc,tcc,tciw,tclw,viiwd,vilwd,viiwe,vilwe,viiwn,vilwn,crr,ilspf,lsrr,ptype,tcrw,vigd,viked,vimad,vimdf,viozd,vithed,vited,vige,vithee,vikee,vimae,vioze,vitee,viwve,viec,vike,vima,vimat,vign,vithen,viken,viman,viozn,viten,viwvn,vipie,vipile,vit,vithe,vitoe,blh,chnk,cape,dctb,fal,fsr,zust,iews,ie,inss,kx,dndza,dndzn,src,tco3,tcslw,tcw,tcwv,totalx,tplb,tplt,deg0l,tp,cdir,uvb,slhf,ssr,ssrc,str,strc,sshf,ssrdc,ssrd,strdc,strd,tisr,tsr,tsrc,ttr,ttrc,fdir,cp,lsp,lspf,vimd,bld,lgws,ewss,gwd,mgws,nsss
0.369012,0.08691573,289.51196,293.46167,101496.69,100456.75,271.45996,271.45996,271.45996,289.90088,0.32765806,1.1670618,0.11826724,0.052858368,1.7772417,-5.4462376,2.075448,0.19147784,0.17344147,0.06919068,0.06491727,704.0845,0.31899107,0.049163193,0.0012058604,0.35188,0.005660858,0.014326278,6.157248e-06,-1.0897102e-06,0.21507573,-0.009907931,0.07702708,0.03830773,0.0,0.0,0.0,0.0,0.0,1070.938,51.901093,-0.0013067604,-3.4369164e-05,1.6366013e-09,-1332.1555,-293.19604,16300620000.0,31908516000.0,103263980.0,139450.69,0.040085815,48423424000.0,43.797943,-1087.5471,2677758.0,10234.641,0.0009792612,2781354200.0,9277295000.0,20714448.0,36989.363,0.0027963105,12245134000.0,66.656876,2656501200.0,2727720200.0,2627778.0,2646929000.0,2730387700.0,27.484268,0.018000785,0.0,-0.86233246,0.13524717,0.4957438,0.03044298,0.0020451664,-2.1358045e-07,0.004167855,12.734898,-0.84043556,-0.83235633,0.0,0.006025683,0.0,28.53801,28.509903,37.404644,-0.86233246,3.6559029,4578.5156,0.0,0.0,0.0,-3419.9802,3.5999988e-12,0.0,-168781.75,-211462.62,10921.926,0.0,0.0,1227696.0,1266286.0,0.0,0.0,0.0,-817419.3,-962146.4,0.0,0.0,0.0,0.0,0.46323764,2748.3328,-20.15918,15.879537,61.2453,18.243927,17.564774
0.38273746,-0.43563348,288.60352,291.60474,101520.5,100480.125,271.4602,271.45947,271.45996,288.8064,0.11258471,0.5104877,0.07264823,-0.11601645,1.5281715,-5.445842,1.8855448,0.19143784,0.1734122,0.06921059,0.06493372,764.72,0.04018397,0.10065478,0.0061389245,0.13243711,0.0010004095,0.014429912,-6.576696e-07,6.6896234e-08,0.03786786,-0.00802052,0.013116885,0.03308458,0.0,0.0,0.0,0.0,0.0,654.1804,69.26506,-7.510361e-05,0.00013595079,4.2703405e-09,-888.79663,181.66948,16346385000.0,32469107000.0,99458210.0,141408.25,0.040005296,49019204000.0,41.933014,-736.7466,2612892.0,10236.965,-0.0003126138,2562351000.0,8934209000.0,17079644.0,35323.973,0.0039203763,11666182000.0,61.07956,2656247000.0,2727118000.0,2627551.0,2646681900.0,2729710600.0,18.44101,0.018001199,0.024945475,-0.86233246,0.13524717,0.49575776,0.02616899,0.0013239351,1.1137337e-07,-0.00048054894,12.8885765,-0.83764905,-0.8282621,5.602619e-07,0.0060119256,0.0,28.38446,28.367676,37.28865,-0.86233246,3.6559029,4575.742,0.0,0.0,0.0,-1231.4106,3.5999988e-12,0.0,-173275.06,-201268.25,9702.629,0.0,0.0,1219770.0,1245842.0,0.0,0.0,0.0,-963049.5,-968878.3,0.0,0.0,0.0,0.0,-0.1871866,2043.2676,-32.769547,10.131093,72.86702,12.360496,6.569708
-0.16045177,-0.90886724,288.62402,291.00684,101475.56,100434.56,271.45996,271.45996,271.45996,288.2119,-0.68023896,-0.2802621,-0.044186387,-0.2633292,1.6395273,-5.4455404,2.8506155,0.19140428,0.17338467,0.06922448,0.06495327,962.00073,0.054244418,0.0920006,0.014652714,0.13537657,0.0002868094,0.00850505,-1.1745879e-06,-1.6148888e-06,0.012134723,-0.011319477,0.0015248589,0.012994155,0.0,0.0,0.0,0.0,2.4360808e-05,297.86572,13.3124275,-0.000318998,5.4952834e-05,-2.676077e-10,-467.92407,-71.30948,16513122000.0,33049690000.0,96855300.0,143680.5,0.040269107,49741263000.0,32.658066,-304.92676,2582378.0,10232.457,-0.0003957227,2249365000.0,8438259700.0,12635526.0,32931.81,0.0044525564,10828464000.0,51.636444,2654580200.0,2724054300.0,2626026.0,2645016600.0,2726634500.0,24.289062,0.017999511,0.0,-0.86233246,0.13524717,0.49578267,0.025182933,-0.0016529101,3.2443717e-07,-0.005625911,12.9608555,-0.83631736,-0.8263073,1.6331351e-06,0.0059987456,0.0,27.817184,27.808212,36.85028,-0.86233246,3.6559029,4572.414,0.0,0.0,0.0,-169.31403,3.5999988e-12,0.0,-166000.69,-194154.62,9658.145,0.0,0.0,1214448.0,1245240.0,0.0,0.0,0.0,-964265.1,-969465.56,0.0,0.0,0.0,0.0,-0.36091995,1576.428,-34.855927,7.708087,81.81209,-2.3719244,-4.1216393
-0.104047,-0.966958,288.4319,290.00977,101493.94,100451.75,271.45972,271.45972,271.45996,288.10303,-0.97022474,-0.42572522,-0.030251842,-0.26652575,2.039586,-5.4447746,2.5947456,0.19136292,0.1733554,0.069247484,0.06496364,961.12036,0.08856273,0.082665026,0.018227667,0.16834587,0.0004943742,0.010897711,3.9031613e-07,-1.105811e-06,0.02122752,-0.016597908,0.0037231445,0.017900258,0.0,0.0,0.0,0.0,0.0,701.43555,2.3556767,-0.003008999,-0.00022940486,-2.6996372e-09,-1389.2224,-1223.4314,16825975000.0,34405100000.0,97270536.0,148782.31,0.041976407,51411760000.0,33.59558,-706.37964,2606137.0,10234.035,0.0007843962,1982838400.0,7731246600.0,10852260.0,30020.047,0.0044429637,9852284000.0,50.444397,2653870600.0,2724459000.0,2625225.0,2644307200.0,2727054800.0,26.763657,0.018000863,0.09978187,-0.86233246,0.13524717,0.4958195,0.0323401,-0.0010035611,3.1544943e-07,-0.005460527,12.672803,-0.8360242,-0.82591647,3.0278416e-06,0.0060078315,0.0,28.264175,28.252838,36.438114,-0.86233246,3.643365,4569.793,0.0,0.0,0.0,2377.7056,3.5999988e-12,0.0,-182403.81,-193826.19,14238.984,0.0,0.0,1210251.0,1216892.0,0.0,0.0,0.0,-960404.94,-964971.75,0.0,0.0,0.0,0.0,-0.45899206,1080.9961,-47.66803,2.8169384,152.88464,-48.982254,-27.349731
0.3763082,-0.8431343,288.61377,289.97656,101533.625,100490.44,271.45996,271.4602,271.45996,287.4817,-0.59269965,-0.47388512,0.11431044,-0.24275148,2.0620327,-5.44368,2.3300238,0.1913355,0.17332786,0.06926745,0.06498623,978.54175,0.0,0.1128993,0.0463251,0.12148255,0.0,0.017952401,4.0111019e-07,-1.2207192e-06,0.0,-0.021443099,-0.00047302246,0.027938288,0.0,0.0,0.0,0.0,0.0,773.6096,-21.399612,-0.0020435343,-0.00028013624,-1.8761517e-09,-1177.9724,-1075.5417,17214765000.0,36015256000.0,98795384.0,154910.56,0.044030476,53437026000.0,43.448624,-811.87744,2642203.0,10238.008,0.0007327874,1095928700.0,5510749000.0,4598464.0,20736.121,0.0033927101,6738500000.0,49.943573,2653473300.0,2726273000.0,2624617.0,2643877000.0,2728945200.0,23.21283,0.018000882,0.4240731,-0.86233246,0.13524717,0.49587506,0.03467203,0.0011789347,2.713582e-07,-0.0064497627,14.160734,-0.8398251,-0.83145285,5.1436646e-06,0.006024275,7.328212e-05,29.17392,29.15767,36.74636,-0.86233246,3.643365,4562.082,0.0,0.0,0.0,1596.2891,3.5999988e-12,0.0,-153576.81,-189941.38,19899.578,0.0,0.0,1204221.0,1250486.0,0.0,0.0,0.0,-950019.9,-957386.6,0.0,0.0,0.0,9.473055,-0.97525877,729.27075,-83.2887,2.8942041,289.438,-95.89697,-49.680695
0.61618197,-1.0181208,288.66504,289.74536,101547.69,100503.56,271.45996,271.4602,271.45996,287.58447,-0.0531468,-1.2488365,0.24754506,-0.41163987,2.0152512,-5.442149,5.654421,0.19129413,0.17329693,0.06929046,0.06500578,1194.5195,0.011412516,0.18950379,0.2023822,0.2621969,0.0005982516,0.03164648,1.5365032e-07,-1.77978e-07,0.0081765205,-0.020000082,0.003073972,0.036570743,0.0,0.09985536,0.0,1.0,0.0,-47.739807,-57.365005,-0.0032759698,-0.00025640405,-4.4692214e-09,-1089.1533,-1807.0459,17562366000.0,37449097000.0,103890760.0,160369.88,0.04603696,55260303000.0,57.308105,49.846634,2734182.0,10239.289,0.00022548146,656269500.0,4242635500.0,1705735.0,15586.352,0.0019284869,5004994000.0,42.506393,2652692500.0,2727829800.0,2623634.0,2643099400.0,2730569500.0,26.341156,0.018000327,0.92298263,-1.000001,0.13524717,0.49595773,0.037235703,0.0057216994,6.5291573e-07,-0.014789365,16.196568,-1.000001,-1.000001,8.320458e-06,0.0060367472,0.00039691688,30.119339,30.086273,37.155132,-1.000001,-1.000001,4542.508,5.720406e-07,0.0,0.0,1550.4385,3.5999988e-12,0.0,-151261.94,-185590.38,14948.477,0.0,0.0,1200713.0,1249866.0,0.0,0.0,0.0,-952676.3,-957364.5,0.0,0.0,5.720406e-07,348.4524,-0.8771037,946.3999,-51.724457,18.173996,229.65146,-75.72461,-45.693787
0.39351308,-1.0605907,288.73535,289.7339,101550.19,100506.25,271.45972,271.45996,271.45996,287.636,-0.48775148,-2.016718,0.22365034,-0.56112045,2.265132,-5.4402742,6.3438683,0.1912545,0.17327547,0.069322646,0.06502229,1172.1697,0.011919197,0.15652394,0.17090291,0.22123212,0.0009522184,0.037456132,3.2791598e-07,1.1684e-07,0.015949272,-0.06558734,0.0038793,0.022626698,0.0,0.10725075,1.4301014e-07,1.0,4.872163e-05,573.01514,-48.45874,-0.001580012,-0.00029115984,-3.2166527e-09,-1102.8723,-1228.3857,18104000000.0,39016526000.0,112805720.0,166682.0,0.047476113,57399240000.0,66.22542,-569.8716,2917273.0,10239.578,0.00062006153,914146370.0,4460900400.0,4820506.0,16868.422,0.00129576,5462738400.0,33.58928,2652342300.0,2729548800.0,2623103.0,2642756900.0,2732461800.0,27.441391,0.017999984,1.2974253,-0.987463,0.13524717,0.49605715,0.04596314,0.0050528757,-3.866678e-08,-0.02132292,15.89821,-0.9873528,-0.9867283,1.1908664e-05,0.006053485,1.2212277e-05,30.948227,30.909042,37.19749,-0.987463,-0.6363988,4538.1875,0.0,0.0,0.0,3056.9744,3.5999988e-12,0.0,-163828.12,-197290.81,24049.578,0.0,0.0,1204600.0,1239406.0,0.0,0.0,0.0,-945639.3,-957984.44,0.0,0.0,0.0,369.26904,-0.78839076,1372.992,-50.868546,21.576263,333.86353,-133.32545,-79.821594
0.5530063,-1.089241,288.72925,289.64136,101592.125,100547.44,271.45996,271.45947,271.45996,288.1565,-0.37348312,-2.2907066,0.4133932,-0.8017295,2.345047,-5.4391766,7.4438543,0.19121921,0.17324013,0.06934559,0.06504178,1172.2834,0.0960899,0.24050975,0.40837657,0.47743833,0.004467644,0.05696472,-1.7968468e-06,6.1992387e-06,0.080825925,-0.104881465,0.014693733,0.05485983,1.1894929e-07,0.056526765,0.0,1.0,0.0,621.89746,-1.1716795,-0.0049754977,-0.0002230611,-7.0980875e-09,-2168.2505,-2091.4436,18428338000.0,40204476000.0,117421464.0,171318.62,0.048452917,58951893000.0,80.42084,-670.1304,3026105.0,10243.801,0.0012456102,1051148900.0,4642476500.0,6176195.0,17731.742,0.0015943896,5783591400.0,34.448944,2652839700.0,2732420600.0,2623359.0,2643250200.0,2735444700.0,34.361923,0.01800014,7.769965,-0.987463,0.13524717,0.49611104,0.051918045,0.014300298,-2.7733614e-07,-0.02902367,16.613594,-0.9874262,-0.9868508,1.39471695e-05,0.0060720593,7.933764e-05,31.92688,31.863098,37.44381,-0.987463,-0.6363988,4452.293,5.720406e-07,0.0,0.0,2640.631,3.5999988e-12,0.0,-151850.5,-193680.12,23277.535,0.0,0.0,1202051.0,1250643.0,0.0,0.0,0.0,-932367.4,-947540.06,0.0,4.7579718e-08,5.720406e-07,423.47852,-1.0391407,1538.3384,-47.901627,19.076187,316.86182,-122.12952,-82.892624
0.5441054,-1.3474207,289.36523,290.76025,101638.375,100594.125,271.4602,271.45996,271.45996,288.5481,-0.73523587,-2.9982529,0.40243518,-1.0078182,3.0026588,-5.421815,7.197303,0.19117957,0.17321086,0.0693562,0.06506437,1106.7402,0.0,0.33936226,0.92275584,0.93980527,0.0,0.16644019,1.355802e-07,6.14211e-07,0.0007019043,0.17886567,-0.00076293945,0.7446393,6.78011e-07,0.013124991,0.0,0.0,0.004978072,77.824814,-48.292557,0.001812824,-0.00012461471,-3.302411e-11,213.96806,-39.071976,18640675000.0,40465592000.0,118723060.0,172531.19,0.047675002,59349380000.0,49.08873,-109.337326,3117733.0,10248.477,0.0009198708,222724530.0,3377442300.0,-544213.4,11785.77,0.0019084113,3695106300.0,39.04091,2654770000.0,2741334000.0,2624638.0,2645176000.0,2744446200.0,45.273453,0.01799969,121.2646,-1.000001,0.13511938,0.49718755,0.08133346,0.008219827,-8.3733886e-07,-0.042674955,16.722424,-1.000001,-1.000001,4.724007e-05,0.006077308,1.2212277e-05,34.825882,34.65448,37.43807,-1.000001,-1.000001,4451.617,1.3322315e-06,0.0,0.0,2673.7312,3.5999988e-12,0.0,-150806.81,-192693.56,29661.64,0.0,0.0,1203663.0,1252182.0,0.0,0.0,0.0,-928164.06,-941041.1,0.0,1.3798117e-06,0.0,79.53323,-0.465133,1396.45,-20.181229,36.43779,366.6631,-140.60213,-115.80061
0.2785743,-1.9299803,289.49927,291.15918,101657.375,100612.625,271.45996,271.45972,271.45996,290.5061,-1.3033657,-3.4832249,0.24597657,-1.8486567,3.7007046,-5.3877945,2.4561262,0.19114739,0.17318636,0.06937617,0.06507474,1059.1328,0.0,0.16119659,0.42634553,0.4407782,0.0,0.08699876,-2.12143e-07,7.0713504e-06,0.00036621094,0.2923516,0.0007019043,0.31049085,9.734301e-06,0.14179295,0.0,1.0,0.01295837,-1.1891441,-76.916534,-0.0024961622,-0.00026073377,3.0079483e-09,-879.48804,-1764.238,19165512000.0,42142510000.0,130117970.0,179161.88,0.04861447,61590480000.0,59.841614,-81.88309,3320640.0,10250.418,0.0008012343,-183255580.0,2338684700.0,-4269438.0,7430.0977,0.0016271225,2254527000.0,41.203415,2655424500.0,2743284200.0,2625178.0,2645849000.0,2746615300.0,76.72594,0.01799903,48.601517,-1.000001,0.13511938,0.4991539,0.13077283,-0.0077678077,-5.3214844e-06,-0.06476897,17.144188,-1.000001,-1.000001,0.00011359164,0.0060882047,6.1035156e-05,35.273468,35.17218,37.279408,-1.000001,-1.000001,4449.8906,9.3379285e-06,23628.426,7894.465,-4181.2617,52965.867,58226.414,-163791.5,-193302.94,25233.59,73637.0,61605.57,1204632.0,1240976.0,223867.5,141463.31,149347.69,-935958.8,-944359.2,17497.5,9.242476e-06,0.0,196.06754,-0.49763143,1617.6611,-41.748917,20.136612,606.8589,-194.24078,-162.77487
-0.760315,-1.8526525,289.85107,292.22705,101696.75,100651.0,271.4602,271.45972,271.45996,293.23315,-2.2195597,-2.9206934,-0.8051168,-1.9789371,4.649166,-5.392646,-12.3950815,0.19109857,0.1731571,0.06939918,0.06509125,839.26025,0.0,0.67629176,0.41000837,0.73776555,0.0,0.15152287,4.2700043e-07,7.3942892e-06,-0.0005340576,0.08091551,-0.00039672852,0.45602667,2.9050425e-05,0.541916,7.3894744e-06,1.0,0.0018791535,797.42114,-120.6494,-0.010145422,-0.0006982058,-2.1903128e-09,-3447.538,-4554.1562,19588140000.0,42981917000.0,144597760.0,182883.19,0.047577284,62860330000.0,59.02832,-800.2742,3552173.0,10254.281,0.0015468586,-268180030.0,2338437000.0,-7231737.0,7197.6016,0.003073049,2193268700.0,52.948975,2656001000.0,2747048000.0,2625446.0,2646406100.0,2750608400.0,219.88869,0.017999604,31.225769,-1.000001,0.13511938,0.49887335,0.15607148,-0.057185028,-1.4556724e-05,-0.08064371,17.894314,-1.000001,-1.000001,0.000104147315,0.0060797706,0.000103796876,36.60814,36.45497,36.43408,-1.000001,-1.000001,4411.1523,7.360356e-05,290407.06,37737.957,-55892.15,298151.7,441856.75,-175126.94,-210944.06,-34243.75,522379.75,346370.38,1210071.0,1275115.0,1118689.0,674136.8,832202.3,-933792.94,-945563.06,166476.44,6.740588e-05,6.4832193e-06,900.74805,-0.87354964,2578.0852,-86.80841,-51.302353,791.4546,-202.80438,-252.46169
-1.8402996,-1.5655394,290.17456,292.57178,101768.875,100721.69,271.45972,271.45996,271.45996,294.44507,-2.8310337,-2.097867,-1.9532347,-1.6684694,6.8588676,-5.371175,-15.141809,0.19106638,0.17312956,0.069425225,0.06511384,611.9031,0.60402155,0.66446686,0.5017999,0.96947265,0.0015754532,0.3087356,-1.9077743e-06,-1.1821803e-06,0.07293755,0.14690572,0.00021710077,0.9749368,4.045444e-05,0.7386675,1.4754406e-05,1.0,0.037592247,1379.3376,-65.96913,-0.004142493,-0.0005965717,3.440941e-09,-2191.698,-2395.5823,19763016000.0,43296874000.0,153167490.0,184357.94,0.04770051,63407956000.0,77.303375,-1385.4475,3665937.0,10261.449,0.0010892411,74457070.0,3205521200.0,-6949842.0,10686.332,0.006182447,3445579000.0,68.55379,2657295000.0,2752836400.0,2626340.0,2647704600.0,2756499700.0,532.40796,0.017999344,45.344666,-1.000001,0.13511938,0.50005937,0.2184279,-0.12701553,-2.5800968e-05,-0.08204442,22.16233,-1.000001,-1.000001,0.00014847955,0.0060702935,0.00020150356,38.593323,38.245148,36.025658,-1.000001,-1.000001,4409.375,0.00012377732,753065.2,71797.81,-182955.81,579879.75,956381.6,-145523.69,-246129.88,-133557.94,1112052.0,672020.06,1228269.0,1364865.0,1970274.0,1183873.0,1566490.0,-918969.4,-952376.94,316332.44,6.96214e-05,5.415619e-05,2595.2646,-1.3976736,6696.1445,-138.91124,-364.65796,763.86523,-131.28719,-389.47437
-3.307948,-1.1735392,289.23535,294.08838,101774.44,100727.875,271.45972,271.45972,271.45996,293.76538,-4.90596,-1.5683947,-3.37389,-1.1962824,8.866383,-5.33228,-6.023608,0.19102198,0.1731003,0.06944209,0.06512421,722.32935,0.9892135,0.80082965,0.67421246,1.0,0.02237657,0.36725992,-1.4404642e-05,7.637224e-06,0.9860282,0.22476697,0.080907404,1.1238832,1.7193452e-05,0.5339454,3.1307936e-05,1.0,0.041576628,1088.6528,0.43694824,-0.0014347536,-0.00039803074,3.9350283e-09,-1344.45,-1159.0964,19584578000.0,42585980000.0,148010980.0,181490.38,0.048792657,62519968000.0,80.5677,-1048.928,3606162.0,10262.102,-7.4904325e-05,648830200.0,4598453000.0,-2559002.0,16438.758,0.008434117,5453333000.0,83.22679,2658295600.0,2755593500.0,2627161.0,2648678000.0,2759202600.0,651.51733,0.017999653,14.34868,-1.000001,0.13511938,0.50226426,0.29857445,-0.26415002,-4.469267e-05,-0.07565665,25.092676,-1.000001,-1.000001,0.00022803106,0.006058093,0.00037245196,39.401062,38.956512,35.72668,-1.000001,-1.000001,4409.051,0.00025279983,1205470.0,85595.5,-314716.5,737342.94,1424647.0,-119976.0,-269060.12,-198581.38,1649692.0,851037.06,1244926.0,1412446.0,2669540.0,1527737.0,2194896.0,-887424.7,-943920.7,355344.94,0.00018638196,6.603643e-05,2027.1123,-0.7800181,15756.055,-96.7896,-1068.9868,566.60864,-24.778458,-473.0481
-3.4606962,-1.0690632,288.59473,293.6941,101763.625,100716.31,271.45996,271.45996,271.45996,293.14673,-5.2329836,-1.4093733,-3.4839792,-1.0767756,8.118867,-5.350793,-2.7250776,0.19099283,0.17308193,0.06946206,0.065143764,857.1577,0.9822495,0.80747825,0.75433874,0.99695235,0.023681019,0.5061748,-2.3234497e-06,4.755646e-05,0.97559243,-0.13080609,0.22850859,1.6349392,2.291477e-05,0.22584331,3.3876213e-06,1.0,0.010870516,1975.0757,-38.04567,-0.0028510161,-0.00029684952,5.2107794e-09,-2203.8398,-1026.1548,19392195000.0,41891533000.0,145843760.0,178673.0,0.04894171,61639290000.0,83.20618,-1934.1919,3575758.0,10260.754,-0.00038958783,1506760600.0,6398887400.0,4353185.0,24120.691,0.011318918,8142647300.0,92.354706,2658459100.0,2756196600.0,2627298.0,2648846600.0,2759772700.0,725.1421,0.018000722,8.003336,-1.000001,0.13511938,0.5010592,0.2725371,-0.26879233,-4.2881307e-05,-0.076509535,26.188437,-1.000001,-1.000001,0.00019168663,0.006044112,0.0011968126,39.6976,39.133102,35.801117,-1.000001,-1.000001,4407.7773,0.00022603132,1570260.0,136632.69,-339203.94,684545.2,1784150.0,-120739.625,-272276.0,-164398.62,2062071.0,787218.25,1244353.0,1403719.0,3168998.0,1609625.0,2654956.0,-706088.1,-938638.2,220126.56,0.0001407904,8.562235e-05,1504.4978,-0.6179944,17400.637,-74.65048,-1131.4216,409.54736,-12.886931,-407.3501
-2.6789665,-1.238514,287.90894,293.57568,101747.44,100700.19,271.45996,271.45996,271.45996,292.77026,-4.084921,-1.6775837,-2.6857204,-1.2422161,7.6889906,-5.340375,11.8746805,0.19095933,0.17305267,0.06948507,0.065163314,779.4673,0.99054873,0.9992083,0.9936374,1.0,0.1353221,0.53296024,-3.232849e-05,3.7798323e-05,4.7760572,0.04903323,1.5594378,1.7284203,1.1905377e-05,0.12366694,3.1029158e-06,0.0,0.012105145,2961.5251,56.771698,-0.0019693447,-0.00021117348,5.0923568e-09,-2772.8699,-297.47095,19223069000.0,41433194000.0,144992050.0,176755.44,0.049902763,61066945000.0,105.96991,-2987.631,3529611.0,10259.18,-0.0006804345,1977674400.0,7126655000.0,9276092.0,27456.75,0.012126338,9333240000.0,87.69594,2657453300.0,2755259000.0,2626294.0,2647838200.0,2758779400.0,733.20166,0.017999243,1.9521046,-1.000001,0.13511938,0.5015668,0.25423098,-0.16520047,-3.243747e-05,-0.073333025,26.465578,-1.000001,-1.000001,0.00021236573,0.0060230233,0.006470315,39.98633,39.163437,36.39981,-1.000001,-1.000001,4267.418,0.000105026294,1751961.0,128035.125,-341638.12,680973.6,1969504.0,-105259.19,-267397.94,-179266.44,2275174.0,783605.9,1242540.0,1418909.0,3434626.0,1660543.0,2898439.0,-663011.06,-934129.8,144588.69,7.419035e-05,3.102678e-05,630.50806,-0.47547442,17130.957,-19.518204,-961.8413,85.045044,-2.4287424,-497.39917
-1.366662,-0.9631667,286.98828,293.2041,101716.125,100668.0,271.45996,271.45972,271.45996,291.83057,-2.6666584,-1.5264502,-1.2781801,-0.8766041,7.1287966,-5.3254547,7.306877,0.19092101,0.17301422,0.069505036,0.065179765,768.12744,1.0,0.8993632,0.92174494,1.0,0.16228122,0.5598576,-2.6346068e-05,4.8619666e-05,5.61495,-0.11003661,1.6744499,2.043438,5.022013e-07,0.116823375,2.0049974e-06,0.0,0.023811765,1987.7676,55.87047,-0.0012652779,-6.478031e-05,9.589915e-09,-2143.5806,-199.66876,19030727000.0,40877740000.0,140714100.0,174446.56,0.05074861,60349480000.0,118.908936,-2033.127,3429203.0,10255.91,-0.0009290576,1987348000.0,6981433300.0,9210403.0,26933.586,0.011534724,9192839000.0,86.56526,2656339200.0,2753841000.0,2625223.0,2646745600.0,2757271800.0,645.82886,0.017999247,0.8006857,-1.000001,0.13511938,0.5027326,0.2368635,-0.08100164,-3.0136434e-05,-0.048575584,26.230398,-1.000001,-1.000001,0.00024122007,0.005996462,0.0064341277,40.09352,39.042633,37.016037,-1.000001,-1.000001,4267.1914,3.130341e-05,1759460.0,89415.25,-257381.69,534146.06,1977414.0,-108527.5,-266541.56,-141496.38,2284108.0,619730.25,1240068.0,1411452.0,3447991.0,1491841.0,2911368.0,-667066.75,-930094.2,142207.44,1.5979895e-05,1.527567e-05,440.5027,-0.20056069,13340.426,-3.6980143,-751.6228,17.67836,-3.5191097,-595.386
-0.7597417,-1.0493841,286.4297,292.89014,101681.81,100634.75,271.45972,271.45972,271.45996,291.60962,-1.5468655,-1.7998219,-0.82341385,-0.9085041,5.950305,-5.325062,7.6452675,0.19088882,0.17298669,0.06952804,0.065196276,873.3823,1.0,0.99717885,0.98576635,1.0,0.23214865,0.6293259,-4.5241744e-05,3.3284683e-05,8.235636,-0.3149975,2.581212,1.9617548,0.0,0.10568547,2.7666574e-06,0.0,0.03782377,2059.9487,104.77734,-0.0021453067,4.9312075e-06,9.50795e-09,-2479.7075,-280.96436,18805664000.0,40100760000.0,135133980.0,171306.44,0.050245654,59336880000.0,118.34439,-2119.237,3323206.0,10252.461,-0.00062430184,2169816300.0,6592659500.0,11915087.0,26031.578,0.009385038,8940056000.0,66.198166,2655622700.0,2752144000.0,2624638.0,2646039800.0,2755455500.0,540.2168,0.018000294,1.2751331,-1.000001,0.13511938,0.5024988,0.20399791,-0.056881703,-2.3024273e-05,-0.056129843,25.518436,-1.000001,-1.000001,0.00024250393,0.005960159,0.00467138,39.963165,38.640472,37.045143,-1.000001,-1.000001,4187.1562,2.1193875e-05,1583522.0,34185.97,-142616.5,256331.0,1802962.0,-92784.75,-259677.69,-49761.2,2083736.0,293996.5,1234625.0,1410742.0,3208197.0,1175144.0,2690364.0,-688600.8,-926007.1,32483.293,6.696018e-07,2.0619438e-05,410.6189,-0.14836127,11035.43,-23.158142,-502.75806,125.12709,-19.693375,-544.60034
-0.53290826,-1.1891642,286.08862,293.0625,101671.625,100624.31,271.45996,271.45972,271.45996,291.3623,-1.1558275,-2.1625605,-0.65599585,-1.0056343,3.9809723,-5.329546,8.0369005,0.19084305,0.17295879,0.06954801,0.065215826,867.2107,1.0,1.0,1.0,1.0,0.2910633,0.7614554,-2.6421505e-05,5.7879206e-06,11.0354595,-0.71559864,3.4356089,1.8612928,0.0,0.38919824,9.870899e-05,1.0,0.04091066,2010.2544,111.09938,-0.002894113,-6.794989e-05,6.9104864e-09,-2875.839,-901.0029,18641072000.0,39478333000.0,128926580.0,168781.5,0.04929273,58530390000.0,112.990875,-2094.5615,3245636.0,10251.445,7.995157e-05,2601510000.0,6844079600.0,16659621.0,27781.695,0.007835679,9587261000.0,49.69449,2655417300.0,2750599000.0,2624556.0,2645836300.0,2753860400.0,419.2439,0.017999362,6.6978903,-0.51264066,0.13511938,0.5020693,0.1280455,-0.04381978,-1.4607637e-05,-0.053752437,27.329796,-0.43960255,-0.41071677,0.00023417106,0.005930789,0.0009947272,39.801483,38.109863,35.68102,-0.51264066,15.270335,4269.242,0.00030576834,1228374.0,24976.371,-193315.31,173845.69,1454123.0,-52847.723,-234786.06,11681.418,1682982.0,196912.25,1235713.0,1422456.0,2731680.0,909219.6,2252553.0,-558645.2,-918580.5,128.13367,0.0,0.00030605425,1648.5754,0.12428182,7741.551,1.5675392,-174.50583,144.3736,-51.048584,-219.41362
