d,z,tall,o3,pv,r,q,t,u,v,w,vo
-2.542807333333333e-06,327916.9,33438.21794333333,1.3335934333333332e-05,0.0004233316666666,0.0524445136666666,3.3775049666666665e-06,231.0468233333333,2.03410301,0.7373839866666666,0.0009602566666666,-8.056666666666667e-06
8.399033333333332e-07,328040.96,33450.86854333334,1.3358584666666669e-05,0.0004223533333333,0.0482135609999999,3.3775416666666666e-06,231.34269,1.669186396666667,0.8981985913333332,0.0007748259999999,-5.11e-06
1.4631569666666664e-05,328038.4733333333,33450.61497333334,1.3375981666666665e-05,0.00041672,0.0465650183333333,3.3765821666666665e-06,231.0828,1.7479898233333333,1.7661939333333334,-0.0005430096666666,-4.32412e-06
-9.536109466666668e-06,328209.79333333333,33468.08475333333,1.3368846333333334e-05,0.0004197113333333,0.0408334343333333,3.380208e-06,232.20846333333336,1.512620173333333,3.6908286333333336,0.0005976423333333,-4.993604666666667e-06
-4.348640000000001e-06,328263.9,33473.602093333335,1.3376036666666668e-05,0.0004176013333333,0.0419353643333333,3.378157066666666e-06,231.96490333333333,1.4669313620000002,4.7826001,-0.001324181,-7.611721466666667e-06
-3.6105023333333328e-06,328227.12666666665,33469.852256666665,1.3386891666666664e-05,0.0004294589999999,0.042643605,3.3763950666666667e-06,231.85855666666663,1.9648691666666669,5.074831233333334,-0.0004715823333333,-7.049999999999999e-06
8.168824666666666e-06,328373.3133333333,33484.75915,1.34134345e-05,0.0004351803333333,0.0421219613333333,3.3744503e-06,231.6576333333333,3.536750166666667,4.976187666666667,-0.001371366,-4.021476066666667e-06
8.934303166666667e-06,328394.3333333333,33486.90259333333,1.33964315e-05,0.000439607,0.0449133866666666,3.3720841e-06,231.72396333333336,4.884768766666666,3.445562066666667,-0.000126458,-5.960560966666667e-06
4.004305666666666e-07,328572.51333333337,33505.07189666667,1.3381259e-05,0.0004475976666666,0.044318814,3.371757333333333e-06,232.37848666666665,5.7903081,1.5965122273333332,0.0005208086666666,-5.664965633333333e-06
-2.230841e-06,328618.78,33509.78978333333,1.3380731e-05,0.0004550986666666,0.0430425483333333,3.370863533333333e-06,232.67487,5.5846071,-0.0237896566666666,0.0005504687746666,-4.81e-06
3.059897233333334e-06,328662.08,33514.20515666666,1.3369948833333331e-05,0.000469072,0.042419455,3.370894466666667e-06,232.74469666666664,3.2001549333333337,-1.2546711333333334,-0.001226276,-3.4814763666666662e-06
8.081597233333332e-06,328572.6233333333,33505.083113333334,1.3362375e-05,0.0004592459999999,0.044754123,3.369311033333333e-06,232.27428333333333,2.1697434666666666,-1.3302081723333334,0.0010202533333333,-7.55e-06
5.771841000000001e-06,328573.98,33505.221456666666,1.3348316e-05,0.000457765,0.0438302763333333,3.3699252333333334e-06,232.57754,1.1401700666666663,-0.5032022666666668,0.0006686306666666,-1.0373333333333333e-05
-5.200104e-06,328683.88,33516.42813666666,1.3324632e-05,0.0004632969999999,0.0419369473333333,3.371120933333333e-06,233.32922666666664,0.1401768,-0.3271665523333333,0.001365838,-9.896666666666668e-06
-1.6945132933333332e-05,328645.54,33512.518546666666,1.3294096333333333e-05,0.000478876,0.0406528363333333,3.3726212666666666e-06,234.06111666666663,0.37896876,-0.0290761433333333,0.0014450189999999,-6.124951833333334e-06
-1.7033130333333333e-05,328684.79,33516.52093333333,1.3315846333333334e-05,0.0004862926666666,0.0383511543333333,3.3735029333333336e-06,234.15966666666668,0.8997471666666667,0.90839762,0.0003828936666666,7.330443333333336e-07
1.1964693333333347e-06,328657.4366666667,33513.73167,1.3365411666666667e-05,0.0004820873333333,0.0380471073333333,3.3720216666666667e-06,233.13176666666664,1.6316286666666666,1.6353248,-0.0028895616666666,4.820519633333333e-06
9.877914333333334e-06,328515.23,33499.23062333333,1.3365284333333332e-05,0.0004751359999999,0.0420782043333333,3.3690854666666667e-06,232.14933,2.015164066666667,1.434292,-0.0002073576666666,-1.2079339999999998e-06
1.463572866666667e-06,328458.17,33493.412123333335,1.3336920666666669e-05,0.0004701416666666,0.043212374,3.369334366666666e-06,232.52714666666668,2.53657052,0.4125892333333333,0.001784788,-4.898666666666667e-06
-4.7306653333333326e-08,328412.42,33488.74692,1.3345543833333332e-05,0.000463358,0.0413413833333333,3.3695196333333334e-06,232.66163666666668,2.878494313333333,0.1675177766666666,8.757066666666667e-05,-2.7769736666666664e-06
-8.262661333333333e-06,328498.48666666663,33497.52328,1.3345571333333334e-05,0.0004623293333333,0.0400951286666666,3.3695142e-06,232.81265666666664,2.9745499333333334,-0.1823003,0.0001606846666666,-2.9441245000000003e-06
3.2350406000000007e-06,328433.52,33490.89852333333,1.3338581666666667e-05,0.000462357,0.042831902,3.368434866666667e-06,232.27948666666663,3.045664766666667,-0.6994546000000001,-0.0017626453333333,-2.295811e-06
3.884720000000002e-06,328532.04,33500.94476666667,1.32799455e-05,0.0004741506666666,0.0447297116666666,3.3699579666666667e-06,232.2949433333333,2.5805364666666666,-1.0182362333333332,0.0042398613333333,-6.783099566666667e-06
-2.66655042e-06,328597.13333333336,33507.58244,1.3301034333333331e-05,0.000466767,0.0410969646666666,3.372621633333333e-06,232.62021666666664,2.6706604000000005,0.0421379566666667,0.001406148,-1.0826666666666667e-05
-1.9959826666666662e-06,328705.11666666664,33518.59367333333,1.3333344166666669e-05,0.0004569423333333,0.040693428,3.372346933333333e-06,232.0956233333333,3.1114397,0.294055266666667,0.000294781,-8.708666666666667e-06
-5.573333333333333e-06,328792.34,33527.48798,1.3332795666666666e-05,0.000462367,0.0406926836666666,3.3727665e-06,232.07766666666663,3.124540333333333,-0.5693966666666667,-0.0002359816666666,-3.2245521e-06
