d,cc,z,tall,o3,pv,r,ciwc,clwc,q,crwc,cswc,t,u,v,w,vo
-3.939304733333333e-06,0.0015646511666666,48310.5968,4926.309881433333,1.1082954683333337e-07,2.44562655e-07,49.164099,1.992862166666666e-09,7.963150000000002e-08,0.002859336,0.0,3.178572166666668e-08,268.52374833333334,23.6712036,-2.409832838333333,0.0887437365,-2.1049144666666665e-05
-5.724706966666667e-06,0.0,48339.37100000001,4929.24403345,1.0954669433333339e-07,1.75452956e-07,48.8999095,0.0,6.360560666666666e-08,0.0028838875,0.0,4.291249416666669e-07,268.6214616666667,23.42537970833333,-2.755242823333333,0.0757741128333333,-3.484734121666667e-05
-1.1541789766666666e-05,0.011203251,48312.32396666667,4926.486003666667,1.069541135e-07,2.0979961833333338e-07,52.24278966666666,5.5677493333333343e-08,5.5599996666666665e-08,0.0029854953333333,0.0,9.816328e-07,268.81894,22.845499431666667,-2.4394175716666666,0.0664750708333333,-3.4840729833333334e-05
-1.1689879956666669e-05,0.0416774906666666,48300.641383333335,4925.294711466667,1.0694829666666669e-07,2.371557753333333e-07,51.40299766666666,6.953892249999999e-07,7.150507e-08,0.0029822876666666,0.0,2.142213295e-06,269.07367,22.514911915,-2.2787344866666666,0.0417964076666666,-3.280150516666667e-05
-3.7273749e-06,0.0075535294999999,48282.46103333333,4923.440831933333,1.0613395750000001e-07,2.293425933333333e-07,50.2369155,3.714663916666667e-07,1.82825895e-07,0.0029941243333333,0.0,1.0071315399166667e-06,269.14699833333333,21.683010693333333,-2.1445763333333336,0.0035025593333333,-3.0619393066666664e-05
-7.505587333333333e-06,0.0026039261666666,48286.16281666667,4923.81830875,1.0533348933333337e-07,2.627119443333333e-07,48.89210033333333,1.0329687500000001e-07,6.2022919e-07,0.0030188281666666,0.0,2.5421850650000004e-07,269.22569,20.70830291333333,-1.381917855,0.0090778084999999,-3.0560373916666664e-05
-3.9965681666666665e-06,0.001042114,48300.647683333336,4925.295353983333,1.0681633533333334e-07,3.622980576666666e-07,46.80554466666666,0.0,4.371957733333333e-07,0.0030385193333333,0.0,7.929953e-09,269.35990166666664,20.0830229225,-0.8810374083333334,0.0384953653333333,-2.00459837e-05
-3.6017795e-06,0.0005210571666666,48340.63996666667,4929.373431883333,1.0878807183333337e-07,4.864470116666667e-07,44.10798866666667,0.0,1.3514117e-07,0.0030378448333333,0.0,0.0,269.341265,19.497011115000003,-0.8424201733333333,0.0335338981666666,-1.2153284e-05
-4.443442233333334e-06,0.0005210571666666,48365.48855,4931.907282383333,1.108465035e-07,5.645308e-07,58.0379255,0.0,2.624011550000001e-07,0.0034912223333333,0.0,0.0,268.973965,18.778490366666663,0.3846725166666667,-0.0241451473333333,-8.195545333333331e-06
-6.07578e-07,0.0005210571666666,48407.824766666665,4936.224374983333,1.0955948433333333e-07,7.452904116666666e-07,61.09560316666667,0.0,2.146932666666667e-07,0.0036018468333333,0.0,0.0,268.85435666666666,18.675796483333333,0.5825673333333333,-0.0144219296666666,-2.397506666666668e-06
-2.4895415000000007e-06,0.0,48418.43088333334,4937.305897650001,1.0830011733333336e-07,8.638610766666668e-07,62.291764,0.0,2.861911e-07,0.0036487888333333,0.0,0.0,268.70857666666666,18.51710633333333,0.5015390089999999,-0.0606650066666666,-7.801105933333334e-06
-9.430187566666667e-06,0.0005210571666666,48444.32266666667,4939.9461251,1.07161705e-07,8.526932250000001e-07,64.01302533333333,7.950701666666666e-09,3.0998095333333334e-07,0.0037414026666666,0.0,0.0,268.8091166666666,18.57405066666667,0.3071599466666666,0.0180451496666666,-1.8989032666666668e-05
-6.937832666666667e-06,0.001301963,48452.46659999999,4940.7765749166665,1.0620236900000006e-07,6.405660183333333e-07,67.3976795,7.950701666666666e-09,8.743695333333334e-08,0.0038821211666666,0.0,0.0,268.9063433333333,18.09706107333333,0.2232561816666666,0.0083220475,-3.652196033333333e-05
-6.644763666666666e-06,0.0031253433333333,48441.2042,4939.6281301,1.047288926666667e-07,3.983384916666666e-07,73.43697916666666,3.178572166666668e-08,6.914729533333333e-07,0.0040653386666666,0.0,2.383501333333333e-08,268.76990666666666,17.677568085,0.6313010833333333,-0.1264529133333333,-4.806666666666667e-05
-4.7570518e-06,0.0580724053333333,48431.42086666668,4938.630507450001,1.0366419583333337e-07,2.568003866666667e-07,78.68531,8.344368316666666e-07,7.836503e-06,0.0041344651666666,0.0,3.536049233333334e-07,268.55486,17.629137808333333,0.7373383716666666,-0.2522886908333333,-5.03585e-05
7.198664416666667e-06,0.1387898981666666,48393.607833333335,4934.774651116667,1.0270544666666669e-07,2.3647253e-07,75.8479955,3.0254286533333337e-06,2.285606044e-05,0.0038097463333333,0.0,2.0539481566666667e-06,268.43638166666665,17.950354383333334,1.00630195,-0.196870725,-4.92995e-05
1.3391017783333336e-05,0.1677012586666666,48371.64763333333,4932.535334066667,1.0204236833333333e-07,3.08681295e-07,73.44933666666667,3.5621071333333334e-06,2.69977025e-05,0.003495293,0.0,2.8548218666666667e-06,268.39723166666664,18.318233166666666,1.5250600333333335,0.0069675475,-4.1362e-05
1.4196248333333332e-05,0.260700695,48327.83878333333,4928.068074516667,1.0176057533333337e-07,2.856212516666666e-07,73.777877,4.341482406666667e-06,3.581008023e-05,0.0033789723333333,0.0,5.374649473333333e-06,268.5121316666667,18.27615673333333,2.1042099166666666,0.1850732666666666,-4.019306716666667e-05
1.249143375e-05,0.3408981938333333,48325.08311666667,4927.787074916667,1.0184643016666669e-07,2.5870837666666666e-07,74.82809283333333,6.40401535e-06,6.975999806666666e-05,0.0033776415,0.0,1.5076866033333332e-05,268.73301,18.27763253333333,2.7873124666666667,-0.0437760371666666,-4.364266666666666e-05
2.357596500000001e-06,0.3987065721666667,48283.93668333333,4923.591305966666,1.0099239500000001e-07,2.13587115e-07,77.40903999999999,8.41492165e-06,7.891754683333334e-05,0.0034554175,0.0,3.0454420166666667e-05,268.92324,18.486119366666667,3.093055295,-0.0870299586666666,-5.15814965e-05
