d,cc,z,tall,o3,pv,r,ciwc,q,cswc,t,u,v,w,vo
2.8306874142857145e-05,0.4488845171428571,131543.84,13413.738637142857,1.63578597e-07,1.199428397142857e-06,61.57220014285714,3.4680097291428576e-05,8.249392171428573e-05,8.634286885714285e-06,215.3743,44.459410857142856,2.831128271428572,-0.1060410701428571,-6.802642857142858e-05
2.966642642857143e-05,0.3924138518571428,131629.77714285714,13422.501785714285,1.619672985714286e-07,1.5450159914285717e-06,60.01104257142857,3.831209681428572e-05,8.207550197142856e-05,9.404241385714284e-06,215.19457428571428,43.487924142857146,2.972884014285714,-0.1486327207142857,-4.847142857142857e-05
1.350655332857143e-05,0.26607307,131667.215,13426.319385714289,1.6795723142857142e-07,1.7359875307142858e-06,51.316242571428575,1.0837772714285712e-05,6.493203427142857e-05,2.254731385714286e-06,215.0140685714286,42.32605385714286,2.3377835428571427,-0.0563162307142857,-5.267714285714285e-05
7.232143828571429e-06,0.2325795971428571,131676.64214285713,13427.280685714286,1.7179664071428576e-07,1.8694910625714284e-06,56.499756,9.127441242857144e-06,7.83352675e-05,2.0272980800000003e-06,215.23335,41.416155,3.762627185714286,-0.0682711221428571,-4.517714285714285e-05
2.0337727228571428e-05,0.2312466071428571,131680.59,13427.683257142857,1.7550185571428577e-07,1.8578733064285715e-06,60.36190614285714,1.2506337342857143e-05,8.464430541428571e-05,2.3330108814285715e-06,215.16331714285712,40.07833214285714,1.9185506828571428,-0.0967022414285714,-3.594285714285714e-05
1.4305318257142858e-05,0.2622739671428571,131730.16999999998,13432.739005714286,1.6696851357142857e-07,1.7070008314285714e-06,56.65937528571429,8.031026785714287e-06,8.303912115714285e-05,1.096648702e-06,215.12332857142857,40.67985971428571,1.7214229371428575,-0.067496348,-4.995714285714285e-05
2.395991877142857e-05,0.3426345142857143,131691.93,13428.839615714283,1.6046312285714289e-07,1.6171553051428571e-06,61.61499671428572,1.615069828571429e-05,8.483713978571428e-05,3.1912588500000003e-06,215.06258285714284,41.34787842857144,2.3313714057142856,-0.0995134502857143,-5.519e-05
9.455860857142856e-06,0.3430869192857143,131690.73857142855,13428.718124285717,1.60797298e-07,1.5381499390285714e-06,65.66477885714286,1.4407233957142856e-05,8.457789677142857e-05,3.056847137142857e-06,215.0394528571429,41.360417,3.6593385571428567,-0.0313500455714285,-3.968571428571428e-05
9.45749857142857e-07,0.2848205285714286,131686.7942857143,13428.315918571428,1.691718857142857e-07,1.6260286432857142e-06,61.80168185714286,1.1444149918571427e-05,7.966008225714285e-05,2.7895297857142856e-06,215.16724142857143,41.24861357142857,3.442092671428572,0.0285807919999999,-3.9597142857142864e-05
-1.27866268e-05,0.0968688737142857,131655.42857142858,13425.117505714285,1.7673792285714285e-07,1.5969302954285714e-06,49.22819128571429,9.264622471428572e-07,6.041154682857143e-05,1.9415087200000001e-07,215.3229242857143,42.67503142857142,2.242783551428571,0.1574654705714286,-4.2475714285714285e-05
-5.039032485714285e-06,0.1250061562857143,131615.31928571427,13421.027495714286,1.8223179857142857e-07,1.4597696657142857e-06,54.91452685714285,5.504953207142857e-06,6.4280007e-05,1.0594378442857142e-06,215.3847214285714,44.77075171428572,1.59980855,0.0900347257142857,-5.917250852857143e-05
3.058556714285714e-06,0.0743307701428571,131579.39357142858,13417.364091428572,1.809148028571429e-07,1.6428251771428571e-06,53.92106171428571,3.9782082e-06,5.512640642857143e-05,5.960530805714286e-07,215.15045142857144,46.246706,0.7473637214285712,-0.0147622802857142,-3.213857142857143e-05
1.723381535714286e-05,0.0319271707142857,131529.90142857144,13412.31729857143,1.782530942857143e-07,1.2345747014285716e-06,53.11505971428572,1.0083458714285714e-06,5.668680445714285e-05,1.941765342857143e-07,215.27363428571428,48.16778128571429,-0.3678488957142857,-0.0849544041428571,-5.374285714285714e-05
7.251799714285713e-06,0.1948757984285714,131490.51857142858,13408.301362857144,1.7312627200000004e-07,1.072226542857143e-06,57.07938071428571,9.114820832857142e-06,8.129362e-05,1.573632657142857e-06,215.5495857142857,48.77533614285714,0.0966270842857143,-0.0643138219999999,-6.009671428571429e-05
5.295299e-06,0.248440682,131491.26785714287,13408.377771428572,1.695063042857143e-07,1.102888213857143e-06,53.77376671428571,8.051604022857142e-06,7.760508321428572e-05,1.1239458142857145e-06,215.5668657142857,49.15427714285715,0.2918960851428571,0.0188781832857142,-6.728257142857142e-05
1.5412840000000002e-05,0.2560211968571428,131519.9642857143,13411.303991428573,1.6852704057142857e-07,7.069773185714285e-07,58.00540071428571,7.104295244285715e-06,8.032556702857144e-05,1.0080514714285715e-06,215.6575528571429,49.29135085714285,-0.1199638428571428,0.082295144,-7.587142857142857e-05
6.467498285714288e-06,0.3484462185714285,131526.79499999998,13412.00053142857,1.6841568285714284e-07,4.669682992857145e-07,65.14195471428572,1.0694071367142855e-05,8.790244278571429e-05,2.590100825714285e-06,215.7484071428572,49.610504142857145,0.6207383714285714,0.1384830867142857,-8.676914285714286e-05
2.776604465714286e-05,0.3745730342857142,131604.64357142858,13419.938875714286,1.673026077142857e-07,7.992459714285715e-07,70.0643512857143,2.8965868928571428e-05,9.44642709e-05,7.195562418571429e-06,215.7140628571429,49.89192185714285,2.6904896,-0.0777138905714285,-8.084995700000001e-05
3.1102389e-05,0.2823710597142857,131682.85642857142,13427.914365714289,1.631208878571429e-07,8.80709e-07,69.43542971428572,2.124038585714285e-05,9.486968938571427e-05,4.169902634285714e-06,215.58336857142857,47.98397585714286,4.136602914285715,-0.1728661695714285,-4.777712142857144e-05
1.1292190357142858e-05,0.261170135,131737.63357142857,13433.50008,1.6377142714285714e-07,1.023465458e-06,66.865291,1.7385018885714285e-05,9.413640221428572e-05,3.822620400571429e-06,215.68789571428573,46.72087285714286,4.419614314285715,-0.1740812828571429,-5.855820485714286e-05
1.1176648857142858e-05,0.3433254642857143,131751.51785714287,13434.915885714288,1.5850125371428572e-07,1.0161792742857145e-06,70.62315571428572,2.3979823428571427e-05,9.588931451428573e-05,6.120176592857143e-06,215.52038,46.02088485714286,6.1711024000000005,-0.1868614358571428,-7.488742857142858e-05
1.1190648714285714e-05,0.3123010085714285,131741.50857142857,13433.895221428573,1.5812748714285713e-07,1.1561129571428571e-06,74.9077842857143,2.0491952642857144e-05,0.0001024310557142,5.304751671428572e-06,215.5592785714286,45.25232842857143,7.288534392857143,-0.1271147328571428,-5.350571428571429e-05
2.670255428571436e-07,0.0350401327142857,131751.92714285714,13434.95762,1.6596434928571428e-07,1.1848619714285714e-06,60.610912,2.860910637142857e-06,8.651108950000001e-05,8.840409794285715e-07,215.68904285714285,44.644647,7.008464192857143,-0.0051921519999999,-4.114e-05
-1.03144129e-05,0.0,131753.49071428573,13435.117058571428,1.7141288000000004e-07,1.096798552857143e-06,47.26068514285714,6.807016714285714e-09,6.455200084285714e-05,7.661093971428571e-09,215.73307428571428,44.26521714285714,5.523295271428571,0.0365432667142857,-4.752857142857143e-05
-1.2904106228571428e-05,0.0,131757.69642857142,13435.545924285714,1.7173495571428572e-07,1.1535117e-06,39.59033,0.0,5.3421090528571424e-05,0.0,215.83723,44.24445714285714,4.3469622,0.0260271615714285,-3.810000000000001e-05
-1.153336e-05,0.0,131798.49214285714,13439.705927142855,1.7188753857142857e-07,1.0688179342857145e-06,35.38226085714286,0.0,4.353485082857142e-05,0.0,215.95083285714284,44.870784571428565,2.544176705714285,0.0042402388571428,-3.931428571428572e-05
-6.746206707142857e-06,0.0,131824.09785714286,13442.316985714288,1.6862664285714288e-07,9.425611042857144e-07,38.69354271428572,0.0,4.716738178571429e-05,0.0,215.99634285714288,45.98648514285714,1.1292073934285711,-0.0087061491428571,-4.765714285714287e-05
-8.3441005e-06,0.0,131840.8742857143,13444.027704285714,1.673286062857143e-07,6.095263328571429e-07,42.58158814285714,0.0,5.145735375714285e-05,0.0,216.14696,47.896565,-0.7115490285714284,0.0112303282857142,-5.542857142857143e-05
-1.3121595714285706e-06,0.0,131811.54571428572,13441.037022857145,1.6581369000000005e-07,3.676127e-07,45.60228571428571,0.0,5.34699323e-05,0.0,216.17871714285712,48.34004857142857,-0.5314311785714286,-0.009363885,-6.777142857142858e-05
-2.483730714285714e-06,0.0,131882.25142857144,13448.247,1.6682517714285718e-07,5.139242754285714e-07,48.97841028571428,0.0,5.477147687142858e-05,0.0,216.21379142857143,48.24011014285714,0.4806512428571429,-0.0336347034285714,-7.128571428571428e-05
9.56749557142857e-06,0.0,131912.24071428573,13451.305052857144,1.665665492857143e-07,6.62744915e-07,51.18664985714286,0.0,5.978677167142857e-05,0.0,216.12269857142857,47.64528342857143,1.3491944,-0.0896589945714285,-7.268571428571429e-05
1.4807211714285716e-05,0.0006691568571428,131904.52785714288,13450.518562857143,1.655324135714286e-07,7.145390582857143e-07,57.779013142857146,0.0,6.74279207e-05,0.0,215.9255485714285,47.009879142857145,1.8408945,-0.0926866125714285,-7.427142857142857e-05
1.2831614185714284e-05,0.0,131875.42714285714,13447.551115714286,1.644595392857143e-07,1.0064303367142857e-06,59.86998342857142,0.0,7.72785967e-05,0.0,215.83110285714287,46.97511914285714,3.04032492,-0.0785597624285714,-7.7259e-05
1.1318520857142856e-05,0.0,131834.9992857143,13443.428622857144,1.5906107357142857e-07,1.2749486077142858e-06,67.15229599999999,0.0,9.136436384285714e-05,0.0,215.55871714285715,47.35242814285714,4.342858957142857,-0.0724831854285714,-6.941271428571428e-05
-2.3862221e-06,0.0,131762.865,13436.072971428572,1.5859723285714286e-07,1.62918579e-06,69.11945242857142,0.0,9.235258778571428e-05,0.0,215.33200714285712,47.847223,4.008837528571428,0.0256132218571428,-6.147142857142857e-05
1.9032850571428567e-06,0.0087065327142857,131710.83142857143,13430.767022857142,1.6179757285714285e-07,1.802792056428572e-06,70.49233157142858,8.176012285714287e-08,9.660048337142857e-05,0.0,215.16470285714288,48.25295142857143,3.7834614,0.0335814884285714,-6.297428571428571e-05
4.856263857142857e-06,0.110714723,131634.08857142858,13422.941428571428,1.6084782428571428e-07,1.65578392e-06,65.38948714285713,2.608948428571429e-06,8.98918719e-05,2.588424492857143e-07,215.1226257142857,48.719667571428566,3.5433165,0.0261017747142857,-6.986576735714286e-05
8.697570142857144e-06,0.1397241742857143,131606.5,13420.128178571427,1.5739704714285716e-07,1.2106507157142857e-06,63.59149585714285,3.126275114285714e-06,8.738347495714286e-05,2.958074171428572e-07,215.07825,48.79819371428572,4.6038717,0.0389764958571428,-7.251985714285715e-05
5.409530714285716e-06,0.1147257785714285,131574.81214285715,13416.896915714286,1.568633028571429e-07,9.52321225e-07,61.99360471428572,2.6428778857142854e-06,8.71666512857143e-05,2.532923022857143e-07,215.11443428571428,48.93102128571429,5.712036428571429,0.0519238089999999,-6.835714285714286e-05
-9.509515714285714e-06,0.0008930478571428,131632.31285714285,13422.760355714288,1.5864891142857146e-07,1.0664324918571428e-06,48.945029857142856,0.0,7.291542345714286e-05,0.0,215.4267671428572,50.36579971428571,5.345629785714286,0.0908486974285714,-7.6691e-05
1.856500285714285e-06,0.0100455965714285,131657.92857142858,13425.372432857142,1.570739592857143e-07,6.456950814285714e-07,46.01048528571429,1.1581992e-07,7.315198472857142e-05,0.0,215.43402857142857,50.46576857142857,5.715045571428571,0.0671175525714285,-8.018271428571429e-05
1.3142445e-05,0.0930778778571428,131726.22357142856,13432.336585714287,1.5133645785714288e-07,5.049384090714286e-07,47.741673285714285,3.5761518e-06,7.371826255714286e-05,3.439704897142857e-07,215.29512285714284,49.700138571428575,6.540834285714285,-0.0240594782857142,-8.167828571428571e-05
1.1332581142857142e-05,0.0734407564285714,131784.42785714284,13438.271772857142,1.509991171428572e-07,7.877630764285715e-07,45.82428271428572,1.6417525714285713e-06,6.985346054285714e-05,8.855478571428572e-08,215.36032285714285,49.20277857142857,6.936129685714286,-0.0582262642857142,-7.465714285714286e-05
1.0917718857142856e-05,0.0,131780.78642857142,13437.900447142858,1.5236371071428569e-07,1.0967781117142857e-06,48.86599114285714,0.0,6.800005251428571e-05,0.0,215.36749428571423,49.08093014285714,7.279560014285714,-0.0069254077142857,-7.610614285714286e-05
1.3209517142857144e-05,0.0421809349999999,131782.65,13438.090478571428,1.558544402857143e-07,1.395111157142857e-06,60.63647685714285,8.71765587142857e-07,7.877659618571429e-05,5.617946771428572e-08,215.36460428571428,48.85043342857143,6.972583757142857,0.0458223891428571,-6.177803142857143e-05
6.244270714285713e-06,0.0093707915714285,131762.94,13436.080617142858,1.591887342857143e-07,1.6044756428571427e-06,61.883946571428574,1.5659918242857144e-07,8.160345805714286e-05,2.0425659714285723e-08,215.3014157142857,48.47750171428572,6.3819927142857145,0.0653574415714285,-4.994999285714285e-05
1.7955531428571426e-06,0.0124987921428571,131754.98142857142,13435.269072857143,1.5594878342857148e-07,1.4689874451428571e-06,62.44903414285714,1.907164585714286e-07,6.99927569e-05,6.300758571428571e-08,215.03406142857145,48.48702157142857,4.9834986,0.0416376247142857,-5.717665857142857e-05
8.97543357142857e-06,0.042185774,131727.4992857143,13432.46667142857,1.5632122785714288e-07,1.430259998e-06,71.924457,5.313143367142857e-07,7.420222874285714e-05,1.0643287142857145e-07,214.77491857142857,48.39534857142858,4.539249042857143,0.0566595007142857,-6.245714285714285e-05
1.374906682857143e-05,0.0363851435714285,131730.84785714286,13432.808132857142,1.6215938857142856e-07,1.5082779085714285e-06,71.47050871428571,2.3161245000000001e-07,7.50428105e-05,2.7253658285714285e-08,214.66471142857145,47.84353828571428,4.290076085714285,0.0408915367142857,-6.13321045e-05
8.460657428571428e-06,0.0191981492857142,131742.2757142857,13433.973448571429,1.630734408571429e-07,1.3008695942857143e-06,58.78686928571428,6.811958714285715e-08,5.518863487142857e-05,0.0,214.7191528571429,47.26245957142857,3.724967,0.0058738492857142,-6.352857142857143e-05
3.0059025428571423e-06,0.0008930478571428,131775.61714285714,13437.373325714285,1.580286107142857e-07,1.105533477142857e-06,53.31400828571429,0.0,5.027350541428571e-05,0.0,214.83532,46.93191957142857,3.501120985714286,-0.0170752328571428,-6.987128571428571e-05
-2.1561696428571427e-06,0.0,131772.89285714287,13437.095527142856,1.49977032e-07,1.0404998321428572e-06,49.51744728571429,0.0,5.0115067885714286e-05,0.0,215.02327714285715,46.48270942857143,2.776803142857143,0.0021520125714285,-6.54e-05
-6.792088142857143e-06,0.0,131828.32214285716,13442.747742857144,1.4575751e-07,1.0243543857142856e-06,48.290076,0.0,5.190736385714286e-05,0.0,215.24402,45.95375928571429,2.1189631,0.0384685841428571,-6.737142857142858e-05
-1.5666870000000002e-06,0.0,131836.0257142857,13443.533287142856,1.4483224799999998e-07,8.494300298571428e-07,47.92758157142857,0.0,5.324588732857142e-05,0.0,215.25401428571428,45.42267742857143,2.2108830142857143,0.0290283737142857,-7.248571428571428e-05
-3.150420571428572e-06,0.0,131847.49071428573,13444.70239,1.4780566214285717e-07,9.259611971428572e-07,49.538872857142856,0.0,5.519654092857143e-05,0.0,215.28127,44.624409571428565,2.480320928571428,0.035402246,-6.705714285714285e-05
-5.152440785714286e-06,0.0,131857.70714285714,13445.744178571427,1.4880547571428572e-07,9.439429857142858e-07,52.12784671428572,0.0,5.712074718571429e-05,0.0,215.21000857142857,43.77604457142858,2.7210659285714285,0.0426465781428571,-6.598571428571429e-05
-3.073238642857143e-06,0.0008920921428571,131831.05285714284,13443.026197142855,1.4886960914285713e-07,9.037776014285716e-07,54.00718928571428,0.0,5.659544822857143e-05,0.0,215.1330871428572,43.05613928571428,3.364472371428572,0.0107813102857142,-6.601428571428572e-05
-3.926811442857143e-06,0.0004460459999999,131803.38571428572,13440.204934285715,1.495116064285714e-07,8.644672328571428e-07,53.727500142857146,0.0,5.622337278571429e-05,0.0,215.14712,42.77521885714286,3.501667285714286,0.0078785695714285,-6.554285714285714e-05
-2.418648571428571e-06,0.0006690982857142,131750.84785714286,13434.847564285714,1.5151883785714285e-07,7.583092242857143e-07,56.328944,2.7224488571428573e-08,6.007835854285715e-05,3.403061142857142e-09,215.1362328571429,42.442156,3.1947088857142854,0.0557862924285714,-6.942857142857143e-05
-1.4079109414285714e-05,0.0,131717.66785714286,13431.464145714286,1.5736351685714286e-07,6.759607865714286e-07,57.227938142857134,0.0,6.374622139999999e-05,0.0,215.24213571428567,41.55710471428571,2.9244472285714287,0.1492388505714285,-7.372857142857144e-05
-2.339758336842857e-05,0.0,131695.305,13429.183768571427,1.6352597014285716e-07,6.415800636571428e-07,54.02470871428572,0.0,6.242845625714286e-05,0.0,215.43926714285712,40.116056,2.488439315428572,0.1307347322857142,-7.318571428571429e-05
-2.232759871428572e-05,0.0,131701.66857142857,13429.832672857145,1.6678320357142858e-07,6.534445301428571e-07,48.06944685714286,0.0,5.841275332857143e-05,0.0,215.5341142857143,39.10448785714285,2.2074184142857143,0.0703515671428571,-7.987142857142857e-05
-1.1844704171428572e-05,0.0046890452857142,131648.13357142857,13424.373621428573,1.69605252e-07,7.062437014285714e-07,48.20544085714285,0.0,6.221927194285714e-05,5.111664285714286e-09,215.5344085714285,38.31983542857143,2.552152422142857,0.1108350731428571,-8.0698e-05
1.1772620714285716e-05,0.1261099757142857,131702.24857142856,13429.891812857142,1.7277558e-07,8.545177728571429e-07,52.41666528571428,2.043569775714285e-06,6.525363038571428e-05,1.515513142857143e-07,215.3216785714285,36.42956328571429,2.7188750571428573,0.0628893271428571,-6.28e-05
-5.021194228571427e-06,0.0151788,131716.48071428572,13431.34309,1.7092876e-07,9.865206771428571e-07,45.87993742857143,2.316380428571429e-07,5.648766497142857e-05,2.214133142857144e-08,215.38732857142853,36.23432714285714,2.4838727714285715,0.1121020251428571,-5.19e-05
-3.5793469285714272e-06,0.0276680071428571,131773.2857142857,13437.135587142857,1.714142628571429e-07,1.0077321092857142e-06,44.92383471428571,4.833487571428571e-07,5.349783361428571e-05,3.744074571428573e-08,215.36993571428573,35.39898014285714,2.415144975714285,0.0769971595714285,-4.508571428571429e-05
-1.0471094428571428e-05,0.0290082857142857,131794.51,13439.299862857142,1.749367177142857e-07,9.749894521428572e-07,42.77591114285714,1.6621387142857144e-06,4.759202142857143e-05,1.260361757142857e-07,215.36164,34.49518257142857,3.4947740285714284,0.0175663595714285,-6.354285714285713e-05
-8.975324714285722e-07,0.0011151151428571,131777.22214285712,13437.536991428571,1.7829028500000004e-07,9.633175628571428e-07,42.98399385714286,5.4448978571428576e-08,4.613234407142857e-05,8.50765357142857e-09,215.33897,33.992567,4.922067214285714,-0.0027119732857142,-7.187142857142858e-05
2.7298195e-06,0.0,131834.215,13443.348644285714,1.7520463714285718e-07,1.1475602857142856e-06,43.89812571428571,1.3612244285714286e-08,4.203299637142857e-05,1.701530571428571e-09,215.16440285714287,33.409766,6.054775471428571,-0.052587756,-6.1e-05
-2.226302285714276e-07,0.0049112285714285,131792.85714285713,13439.131317142856,1.7388391142857145e-07,1.4156306157142858e-06,47.48785157142857,1.226269357142857e-07,3.893291875714285e-05,1.362661e-08,215.06374,32.92152185714286,5.849211828571428,-0.0314236975714285,-4.322857142857143e-05
3.869824285714286e-06,0.0339233165714285,131756.3307142857,13435.40666,1.792469685714286e-07,1.5713133042857142e-06,51.038193,1.94104384e-06,4.398043288571428e-05,2.2304457142857146e-07,215.00699285714288,32.287737428571425,4.756688828571429,0.0273326958571428,-3.538571428571428e-05
7.460827857142855e-06,0.0631455264285714,131742.13428571427,13433.959024285714,1.8012137142857148e-07,1.6943762558285714e-06,55.709203,1.1165487814285714e-06,5.444584685714286e-05,1.208447e-07,214.98042428571424,31.58659585714286,3.797030632857143,0.0226149408571428,-4.285714285714286e-05
2.020952571428571e-06,0.0986388314285714,131704.19642857142,13430.090441428572,1.764812928571429e-07,1.84590359e-06,58.704619571428566,8.512541714285713e-07,6.749763897142856e-05,6.980608157142858e-08,214.9930571428572,30.887213285714285,3.7285415207142862,0.0658188551428571,-4.612857142857143e-05
6.714043857142857e-06,0.2064647485714285,131722.83857142858,13431.991411428571,1.767489185714286e-07,1.940035177142857e-06,62.01604171428572,1.7640527e-06,7.633773444285714e-05,9.450302642857144e-08,214.96313142857144,30.507087,3.4768209142857143,0.0335341214285714,-4.547142857142857e-05
3.613025628571428e-06,0.2491044157142857,131715.79571428572,13431.27324,1.7797197628571426e-07,1.98711907e-06,62.18391571428572,7.955187685714287e-06,7.650081318571428e-05,8.497460457142858e-07,215.05887142857145,30.424876428571427,3.326348407142857,0.1012842335714285,-4.44e-05
-2.067508157142857e-05,0.1435252952857142,131662.85714285713,13425.87500857143,1.8072329657142858e-07,2.024884116857143e-06,56.81788142857143,1.7845533285714289e-06,7.443799532857143e-05,2.077379478571429e-07,215.25421285714285,30.249703714285715,3.0659373142857143,0.1915961071428571,-4.532285714285714e-05
-1.7137521214285713e-05,0.0886119971428571,131767.31214285715,13436.526452857142,1.827163e-07,2.18446111e-06,54.15892657142857,9.127118328571428e-07,7.228794845714286e-05,4.426875285714287e-08,215.30129,30.265871428571423,3.3237037742857143,0.1166137231428571,-4.252285714285714e-05
-1.787e-05,0.0082583405714285,131781.68714285715,13437.992295714286,1.824240837142857e-07,2.263673543857143e-06,49.01785228571429,3.405889571428572e-08,6.476112822857142e-05,0.0,215.31822285714287,29.894952,4.055074142857142,0.1038149105714285,-4.339428571428572e-05
-1.770142857142857e-05,0.0,131761.04499999998,13435.887381428573,1.814095442857143e-07,2.2522332114285712e-06,43.07049528571429,0.0,5.567568739999999e-05,0.0,215.3478,30.12980428571429,4.318022042857143,0.1040265858571428,-4.159714285714286e-05
-9.296704857142856e-06,0.0,131756.60857142857,13435.434992857145,1.8095824571428575e-07,2.232936795714285e-06,40.66169314285714,0.0,5.141289674285714e-05,0.0,215.37140142857143,30.15536285714285,4.3203121242857145,0.0658734267142857,-4.42015919e-05
-9.054745714285716e-07,0.0008930478571428,131731.95642857143,13432.921172857144,1.771852485714286e-07,2.1901663771428573e-06,40.75513414285714,0.0,5.27466158e-05,0.0,215.32700142857144,30.511893285714287,4.170455,-0.003301534,-4.3610797542857146e-05
2.282431857142857e-06,0.001786067,131696.66857142857,13429.322815714286,1.7465866571428576e-07,2.0644868214285714e-06,36.01268842857143,0.0,4.2724695828571424e-05,0.0,215.2675871428572,31.372347,3.949711871428572,-0.0280581829999999,-4.284571428571429e-05
2.0344677285714288e-06,0.0029021677142857,131651.51714285713,13424.71864857143,1.7048752714285713e-07,1.8732034028571429e-06,32.90232414285714,5.4507342857142864e-08,3.297145775714286e-05,0.0,215.15783142857143,32.39816471428571,4.051327885714286,0.0294767004285714,-4.3657142857142855e-05
6.077876457142857e-06,0.0149557764285714,131626.35714285713,13422.153042857142,1.6822066142857148e-07,1.8426845671428567e-06,30.164771,1.3078665714285715e-06,2.7383295057142857e-05,1.634905142857143e-07,215.11871285714284,33.12183557142857,3.9643072857142863,0.0427667182857142,-4.135714285714285e-05
5.755159999999999e-06,0.0473219999999999,131592.7507142857,13418.726138571428,1.7002623285714285e-07,1.9668430914285712e-06,31.456177,4.890984142857143e-06,3.26852795e-05,6.641496342857142e-07,215.12051,33.516867285714284,3.792117042857143,0.0204157961428571,-3.677714285714286e-05
-7.784374328571435e-07,0.0482139928571428,131565.93714285715,13415.991918571428,1.720564385714286e-07,2.2260415485714286e-06,31.12243642857143,1.9889015285714285e-06,3.377616511428571e-05,2.979861757142857e-07,215.1958957142857,34.07312028571429,2.532452901428571,0.0128983191428571,-3.325714285714285e-05
-9.662454999999998e-07,0.0843751428571428,131554.76857142858,13414.85304,1.7132815142857146e-07,2.2244439042857142e-06,39.354823571428575,2.356769914285714e-06,4.861335971428572e-05,2.690438611428572e-07,215.1926342857143,34.33421142857143,1.0428818542857143,0.019368852,-3.9671428571428576e-05
9.763876142857142e-06,0.0665182557142857,131578.56214285715,13417.27931,1.6923991142857145e-07,2.036495587142857e-06,37.01861985714286,1.5394111857142856e-06,4.593334432857142e-05,1.3962765685714285e-07,215.06454714285715,33.528974,1.938003385714285,-0.0137822332857142,-3.955714285714286e-05
4.728858142857142e-06,0.0372775871428571,131581.52642857144,13417.58158285714,1.7277572857142857e-07,1.9093120285714284e-06,33.44677728571428,4.427526452857143e-07,3.7371987e-05,1.7029898571428578e-08,214.94885714285715,33.73817628571429,0.4508902814285714,-0.0157174634285714,-3.55e-05
5.980762471428572e-06,0.0357141017142857,131622.02785714288,13421.71158,1.8053336714285722e-07,1.2222974e-06,41.92719614285714,4.3594017142857147e-07,4.374161257142857e-05,2.5537552e-08,215.0448585714286,34.270213285714284,-0.588884892857143,0.0202587855714285,-7.14887142857143e-05
3.899799342857143e-06,0.0674071899999999,131594.9742857143,13418.952882857144,1.844853485714286e-07,1.316717755714286e-06,54.61368857142857,1.3622679e-06,6.529830252857143e-05,8.853751828571429e-08,215.1500014285714,34.055271285714284,0.9695995857142856,0.0010424845714285,-5.8500000000000006e-05
1.2517477214285714e-05,0.1796832285714285,131614.25857142857,13420.919332857144,1.8467087000000008e-07,1.4782616675714286e-06,51.99852428571428,5.081253885714286e-06,6.108293148571428e-05,5.210441652857144e-07,215.1172,34.16613114285714,1.2921765285714284,-0.0035917131428571,-4.755714285714286e-05
-4.683226957142858e-06,0.17142509,131613.0992857143,13420.801118571428,1.779094642857143e-07,1.5782797628571428e-06,49.867990000000006,3.378418157142857e-06,5.8034862385714286e-05,2.417791468571429e-07,215.0189257142857,34.60078171428571,1.6950811857142856,0.0036230047142857,-4.953571428571429e-05
6.872479142857143e-06,0.1935176685714285,131599.47357142856,13419.411682857142,1.737223385714286e-07,1.557244299285714e-06,50.75117314285715,5.626684628571428e-06,5.867584418571428e-05,7.220784542857144e-07,214.8633057142857,35.55123028571428,1.8437006571428567,0.0479319557142857,-6.015442857142858e-05
5.948330885714286e-05,0.4071461557142857,131560.26785714287,13415.41381,1.6825187714285718e-07,1.3629332457142856e-06,57.917281571428575,3.795537628571428e-05,6.423206537142857e-05,9.264155157142856e-06,214.60835,35.003557428571426,2.665092367142857,-0.1951304645714286,-4.684285714285714e-05
4.984920928571429e-05,0.403794225,131571.15214285714,13416.523702857145,1.6902734285714289e-07,1.5441684951428571e-06,58.04615371428572,4.7302057142857146e-05,6.804608077142857e-05,1.1178302085714288e-05,214.68873285714287,34.235449857142854,3.181526257142857,-0.2012578017142857,-4.594285714285715e-05
2.0355199e-05,0.3279022328571429,131548.01714285713,13414.164585714288,1.787385928571429e-07,1.783138161e-06,54.226004,2.1362912314285715e-05,6.628339408571429e-05,4.090712800571428e-06,214.8151371428572,35.73651757142857,2.850676214285714,-0.0046815197142857,-5.640571428571428e-05
1.899265057142857e-05,0.2620523157142856,131562.27785714288,13415.618775714289,1.77498352e-07,1.771664149714286e-06,49.025072,1.3855997165714284e-05,6.228000172857142e-05,2.3161160428571432e-06,214.7385414285714,36.17015542857143,1.6173571371428572,0.0348056375714285,-4.9571428571428566e-05
5.481262314285714e-06,0.0774538771428571,131575.84,13417.001727142857,1.7789186785714285e-07,1.5713089685714286e-06,43.08489842857143,1.389519157142857e-06,5.4244259642857146e-05,9.534586971428573e-08,214.7611242857143,37.05773271428571,1.3012942285714288,0.0534223651428571,-5.324285714285714e-05
3.870449085714285e-06,0.031249302,131611.34857142856,13420.622595714283,1.7447867000000008e-07,1.6485752142857144e-06,38.726290857142864,1.2942456285714285e-06,4.671311385714286e-05,2.316119271428572e-07,214.85287428571428,37.97938957142857,1.473041742857143,0.0867652891428571,-4.008857142857143e-05
1.222680442857143e-05,0.0399620924285714,131658.93785714285,13425.47535,1.625453722857143e-07,1.6345095371428571e-06,33.486391285714284,3.406647271428572e-06,3.5612829228571426e-05,5.07591072e-07,214.93009428571423,39.60212928571429,1.0528451285714284,0.0724948468571428,-4.995714285714285e-05
