d,cc,z,tall,o3,pv,r,ciwc,q,cswc,t,u,v,w,vo
5.023776957142857e-06,0.0033463015714285,131406.06214285715,13399.689207142856,2.064810042857143e-07,1.9278725285714284e-06,17.063423142857143,3.4030611428571434e-08,1.7384668414285714e-05,0.0,216.6759157142857,41.21772114285714,0.7851301571428573,-0.0403156304285714,-3.014857142857143e-05
9.50799147142857e-06,0.0017851404285714,131384.9457142857,13397.53593,2.0478008285714289e-07,2.0160889857142858e-06,17.36159442857143,4.767204285714287e-08,1.67167686e-05,0.0,216.5472385714285,41.379582000000006,1.2383861314285711,-0.0367668191428571,-2.61912655e-05
6.092112228571428e-06,0.0015621174285714,131297.64428571428,13388.63366142857,2.058652128571429e-07,2.2078683e-06,17.49822342857143,1.3612244285714286e-08,1.6023812571428572e-05,0.0,216.46464571428567,41.27951314285714,1.2499840857142857,-0.0016592127142857,-1.979693064285714e-05
-4.354593999999995e-07,0.0004460459999999,131266.35642857142,13385.443185714286,2.109979557142857e-07,2.519056185714285e-06,18.01776885714286,1.3612244285714286e-08,1.6214119614285715e-05,0.0,216.38377857142856,40.72993014285714,0.8872898685714287,0.0293731505714285,-7.011658928571429e-06
-7.506262128571427e-06,0.0,131226.5542857143,13381.384498571428,2.129886442857143e-07,2.5520661857142857e-06,19.920766,0.0,1.859774262857143e-05,0.0,216.29902571428573,40.19474571428572,0.4891615457142856,0.0464788662857142,-6.790870285714285e-06
-7.953656728571428e-06,0.0,131220.85571428572,13380.803404285714,2.112887042857143e-07,2.3335686571428573e-06,18.660984428571428,0.0,1.703383707142857e-05,0.0,216.23117285714287,40.639292857142856,0.1011169514285714,0.0676815592857142,-1.4071427957142856e-05
-1.1667593342857142e-05,0.0,131230.36571428573,13381.773154285716,2.066381857142857e-07,2.1186445428571422e-06,18.71188771428572,0.0,1.6283584314285714e-05,0.0,216.0965157142857,42.221642714285714,-1.03821845,0.076838531,-1.284461914285714e-05
-1.1448072e-05,0.0,131214.66999999998,13380.172637142856,2.004022185714286e-07,1.8474999355714283e-06,28.101817142857147,0.0,3.342912071428572e-05,0.0,215.86361857142856,43.78306385714286,-0.4163854528571429,0.0796090985714285,-3.646746428571429e-05
-5.101634514285715e-06,0.0,131293.0007142857,13388.160148571427,2.0154323e-07,1.7868863957142858e-06,26.02689342857143,0.0,2.997991812857143e-05,0.0,215.91523,44.05599771428571,-0.2966802528571427,0.0370699675714285,-2.9350290428571422e-05
-8.622068428571428e-06,0.0,131323.14285714287,13391.233791428573,1.999062542857143e-07,1.68031082e-06,27.247238,0.0,2.880202482857143e-05,0.0,215.75489857142853,44.57487271428572,-0.0214048071428571,0.0251886414285714,-3.01504511e-05
5.968795857142856e-06,0.0,131373.66214285715,13396.385322857142,1.9397131285714285e-07,1.456578457142857e-06,34.34554957142857,0.0,3.831107897142857e-05,0.0,215.57255142857144,44.97196957142857,1.34489665,-0.0091300649999999,-4.8138686185714287e-05
1.203470985714286e-05,0.0100464667142857,131376.1692857143,13396.64098142857,1.9279909e-07,1.6703347614285717e-06,42.92280585714286,1.226269371428572e-07,5.2477303457142856e-05,1.3626829142857144e-08,215.4514542857143,44.26619814285714,2.5317630857142857,-0.0170443725714285,-4.232857142857143e-05
9.290265657142856e-06,0.0098207512857142,131396.20714285714,13398.684274285712,1.9252646714285725e-07,1.5774400928571428e-06,40.64649557142857,2.1116662428571428e-07,4.95213616e-05,1.3626829142857144e-08,215.24654428571424,44.204613571428574,2.8829212771428567,-0.0173855752857142,-5.064285714285714e-05
9.40266e-06,0.1194196072857143,131421.1607142857,13401.228829999998,1.920495828571429e-07,1.4162854485714284e-06,48.95496128571428,1.2738766857142855e-06,6.51625641e-05,6.131301714285716e-08,215.0983457142857,43.720121,4.9789105,-0.0296843788571428,-6.727142857142858e-05
1.8570297000000003e-05,0.2633904642857143,131406.42071428572,13399.725771428572,1.898257142857143e-07,1.5091145238571429e-06,56.977688,8.637601285714286e-06,6.992541822857142e-05,1.3487865671428572e-06,214.8986885714285,43.45792471428571,7.728995224285714,-0.0849664192857142,-5.783842857142857e-05
